GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
CEACAM7	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CIRBP	chr19	1	0	137	0	105	1	1	NA	NA
CLC	chr19	1	0	137	0	105	1	1	NA	NA
CLEC11A	chr19	1	0	137	0	105	1	1	NA	NA
CLEC4M	chr19	1	0	137	0	105	1	1	NA	NA
COQ8B	chr19	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
COX6B2	chr19	1	0	137	0	105	1	1	NA	NA
CSNK1G2	chr19	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
CYP2A13	chr19	1	0	137	0	105	1	1	NA	NA
CYP2A7	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
CYP2B6	chr19	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
CYP4F12	chr19	1	0	137	0	105	1	1	NA	NA
CYP4F8	chr19	1	0	137	0	105	1	1	NA	NA
DDX49	chr19	1	0	137	0	105	1	1	NA	NA
DENND1C	chr19	1	0	137	0	105	1	1	NA	NA
DHDH	chr19	5	8	129	6	99	1.02324080051646	0.597040237490734	0.176778108994213	0.859835473417916
DNAAF3	chr19	1	0	137	0	105	1	1	NA	NA
DOCK6	chr19	1	0	137	0	105	1	1	NA	NA
DOHH	chr19	1	0	137	0	105	1	1	NA	NA
DPY19L3	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ECSIT	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ELAVL1	chr19	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
EMC10	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ERCC1	chr19	2	1	136	1	104	0.765567765567766	0.812763622646686	0.291141814182675	0.771212910138245
ETFB	chr19	1	0	137	0	105	1	1	NA	NA
FAAP24	chr19	1	0	137	0	105	1	1	NA	NA
FAM187B	chr19	2	15	122	7	98	1.72088940901112	0.178548410541631	1.1064881782266	0.269626067780367
FAM98C	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FCER2	chr19	2	0	137	0	105	1	1	NA	NA
FUT2	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GAMT	chr19	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
GIPR	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GLTSCR2	chr19	3	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
GMFG	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GOLGA2P9	chr19	1	0	137	3	102	0.00121506682867558	1	-1.74894926439041	0.0832501235799514
GP6	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GPI	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GRIN3B	chr19	1	0	137	0	105	1	1	NA	NA
GTF2F1	chr19	1	0	137	0	105	1	1	NA	NA
HIF3A	chr19	1	7	130	2	103	2.76967370441459	0.168634969980837	1.38402074257007	0.167688266928663
HKR1	chr19	1	0	137	0	105	1	1	NA	NA
HPN	chr19	1	5	132	2	103	1.94896030245747	0.345911042260767	0.833520350594018	0.405381933922803
HSD17B14	chr19	2	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
HSH2D	chr19	1	0	137	0	105	1	1	NA	NA
IL4I1	chr19	1	0	137	0	105	1	1	NA	NA
ILVBL	chr19	1	0	137	0	105	1	1	NA	NA
ITPKC	chr19	1	0	137	0	105	1	1	NA	NA
JSRP1	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
KCNC3	chr19	1	0	137	0	105	1	1	NA	NA
KLK10	chr19	1	0	137	0	105	1	1	NA	NA
KLK14	chr19	1	0	137	0	105	1	1	NA	NA
KLK3	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KLK6	chr19	1	0	137	0	105	1	1	NA	NA
LAIR1	chr19	4	7	130	6	99	0.888532991672005	0.691783212069108	-0.736593752048714	0.462569358853845
LAIR2	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LGALS17A	chr19	1	0	137	0	105	1	1	NA	NA
LIG1	chr19	4	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LILRA1	chr19	1	0	137	0	105	1	1	NA	NA
LILRB4	chr19	1	0	137	0	105	1	1	NA	NA
LINC01529	chr19	1	0	137	0	105	1	1	NA	NA
LINC01530	chr19	3	2	135	3	102	0.504315659679408	0.886743255844519	-0.269370220213461	0.787877551634887
LINC01531	chr19	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
LINC01535	chr19	1	0	137	0	105	1	1	NA	NA
LIPE-AS1	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LOC100420587	chr19	1	0	137	0	105	1	1	NA	NA
LOC101927572	chr19	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
LOC101928464	chr19	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LOC284395	chr19	1	0	137	0	105	1	1	NA	NA
LONP1	chr19	1	0	137	0	105	1	1	NA	NA
MAP1S	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
MAP2K7	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MAST3	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MATK	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MCEMP1	chr19	1	0	137	0	105	1	1	NA	NA
MED16	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MEIS3	chr19	1	0	137	0	105	1	1	NA	NA
MIER2	chr19	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
MRI1	chr19	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MRPL4	chr19	1	0	137	0	105	1	1	NA	NA
MYDGF	chr19	1	0	137	0	105	1	1	NA	NA
NANOS3	chr19	1	0	137	0	105	1	1	NA	NA
NLRP11	chr19	1	0	137	0	105	1	1	NA	NA
NLRP12	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NWD1	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR10H4	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR7G3	chr19	4	17	120	13	92	1.00256328099968	0.577794835759154	-0.699929140590655	0.484991749574322
PAK4	chr19	2	0	137	0	105	1	1	NA	NA
PDE4A	chr19	2	0	137	0	105	1	1	NA	NA
PDE4C	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PEX11G	chr19	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
PIN1	chr19	1	0	137	0	105	1	1	NA	NA
PKN1	chr19	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
PLA2G4C	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLEKHG2	chr19	1	0	137	0	105	1	1	NA	NA
PLIN3	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLK5	chr19	1	6	131	7	98	0.64141689373297	0.857402610377868	-0.7597499511023	0.44830583255966
PODNL1	chr19	1	0	137	0	105	1	1	NA	NA
POLD1	chr19	1	0	137	0	105	1	1	NA	NA
POLRMT	chr19	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
PPAN	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PPAN-P2RY11	chr19	1	0	137	0	105	1	1	NA	NA
PPP2R1A	chr19	2	0	137	3	102	0.00121506682867558	1	-1.42106209425491	0.158290220019147
PPP5C	chr19	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PPP5D1	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PRAM1	chr19	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
PSG7	chr19	1	2	135	7	98	0.207826546800635	0.993894352281139	-1.96229970045281	0.0517012940667482
PSG8	chr19	1	0	137	0	105	1	1	NA	NA
PSG9	chr19	1	0	137	0	105	1	1	NA	NA
PSPN	chr19	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
PTBP1	chr19	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
PTPRH	chr19	1	0	137	0	105	1	1	NA	NA
PTPRS	chr19	5	2	135	3	102	0.504315659679408	0.886743255844519	-0.927867349213607	0.355020213499123
QPCTL	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RAVER1	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
RDH8	chr19	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
RLN3	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RPL13A	chr19	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
RTBDN	chr19	1	0	137	0	105	1	1	NA	NA
S1PR5	chr19	1	0	137	0	105	1	1	NA	NA
SH2D3A	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SHKBP1	chr19	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
SIGLEC12	chr19	1	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
SIGLEC7	chr19	1	0	137	0	105	1	1	NA	NA
SIRT2	chr19	5	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
SNRPA	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SPHK2	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
STAP2	chr19	1	0	137	0	105	1	1	NA	NA
STXBP2	chr19	5	1	136	1	104	0.765567765567766	0.812763622646686	-0.960973490465465	0.338787912460042
SULT2A1	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SULT2B1	chr19	2	0	137	0	105	1	1	NA	NA
SUPT5H	chr19	2	4	133	4	101	0.75962441314554	0.773187663932345	-0.640347497708569	0.522803932338211
SYNGR4	chr19	1	0	137	0	105	1	1	NA	NA
TEAD2	chr19	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
THEG5	chr19	1	0	137	0	105	1	1	NA	NA
TMEM143	chr19	1	0	137	0	105	1	1	NA	NA
TMEM91	chr19	1	5	132	3	102	1.2875157629256	0.514539501258749	0.345727918997657	0.729856910009231
TNFSF9	chr19	1	0	137	0	105	1	1	NA	NA
TNNI3	chr19	1	0	137	0	105	1	1	NA	NA
TYK2	chr19	4	1	136	2	103	0.379816513761468	0.919644388052536	-0.703697732205742	0.482694412597077
VAV1	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
VN1R4	chr19	1	0	137	0	105	1	1	NA	NA
VRK3	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZIM3	chr19	1	0	137	0	105	1	1	NA	NA
ZNF135	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF154	chr19	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ZNF160	chr19	1	0	137	0	105	1	1	NA	NA
ZNF211	chr19	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
ZNF229	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF233	chr19	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
ZNF30	chr19	1	0	137	0	105	1	1	NA	NA
ZNF382	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ZNF383	chr19	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
ZNF415	chr19	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
ZNF417	chr19	1	0	137	0	105	1	1	NA	NA
ZNF429	chr19	1	0	137	0	105	1	1	NA	NA
ZNF439	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF442	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF480	chr19	1	0	137	0	105	1	1	NA	NA
ZNF491	chr19	1	0	137	0	105	1	1	NA	NA
ZNF492	chr19	2	3	134	2	103	1.15270018621974	0.62353419818038	-0.270759280704958	0.786898394154281
ZNF528	chr19	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF543	chr19	1	0	137	0	105	1	1	NA	NA
ZNF544	chr19	1	0	137	0	105	1	1	NA	NA
ZNF556	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF559	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF57	chr19	1	0	137	0	105	1	1	NA	NA
ZNF571-AS1	chr19	1	0	137	0	105	1	1	NA	NA
ZNF587	chr19	1	0	137	0	105	1	1	NA	NA
ZNF606	chr19	1	0	137	0	105	1	1	NA	NA
ZNF667	chr19	1	0	137	0	105	1	1	NA	NA
ZNF676	chr19	1	0	137	0	105	1	1	NA	NA
ZNF677	chr19	1	0	137	0	105	1	1	NA	NA
ZNF681	chr19	1	6	131	3	102	1.55654383735705	0.396931960624259	0.635003550522488	0.526033371366508
ZNF700	chr19	1	0	137	0	105	1	1	NA	NA
ZNF701	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF714	chr19	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
ZNF77	chr19	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF773	chr19	1	5	132	8	97	0.459536204448651	0.949622502617973	-1.29789725793436	0.195995403325079
ZNF780B	chr19	1	0	137	0	105	1	1	NA	NA
ZNF788	chr19	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ZNF790-AS1	chr19	1	0	137	0	105	1	1	NA	NA
ZNF816-ZNF321P	chr19	1	0	137	0	105	1	1	NA	NA
ZNF844	chr19	1	0	137	0	105	1	1	NA	NA
ZNF93	chr19	1	0	137	0	105	1	1	NA	NA
ZNF99	chr19	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
