GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
DNAH10	chr12	1	0	137	0	105	1	1	NA	NA
DUSP16	chr12	2	0	137	0	105	1	1	NA	NA
DUSP6	chr12	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
DYRK2	chr12	1	0	137	0	105	1	1	NA	NA
EMP1	chr12	1	0	137	0	105	1	1	NA	NA
ENDOU	chr12	1	0	137	0	105	1	1	NA	NA
ERP27	chr12	1	0	137	0	105	1	1	NA	NA
ETFBKMT	chr12	1	0	137	0	105	1	1	NA	NA
FAM186A	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FICD	chr12	1	0	137	0	105	1	1	NA	NA
FKBP11	chr12	1	0	137	0	105	1	1	NA	NA
FKBP4	chr12	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
GALNT9	chr12	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
GOLGA2P5	chr12	1	0	137	0	105	1	1	NA	NA
GPD1	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GRIP1	chr12	1	0	137	0	105	1	1	NA	NA
GSG1	chr12	1	0	137	0	105	1	1	NA	NA
GTSF1	chr12	1	0	137	0	105	1	1	NA	NA
HAL	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
HCFC2	chr12	1	0	137	0	105	1	1	NA	NA
HDAC7	chr12	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HELB	chr12	2	0	137	0	105	1	1	NA	NA
IQSEC3	chr12	1	0	137	0	105	1	1	NA	NA
KCTD10	chr12	1	0	137	0	105	1	1	NA	NA
KIF21A	chr12	1	0	137	0	105	1	1	NA	NA
KLRC3	chr12	1	0	137	0	105	1	1	NA	NA
KRT3	chr12	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
KRT76	chr12	1	0	137	0	105	1	1	NA	NA
KRT83	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LGR5	chr12	5	0	137	2	103	0.00182149362477231	1	-1.34683090563444	0.18096231817367
LINC00939	chr12	1	0	137	0	105	1	1	NA	NA
LINC00987	chr12	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
LMNTD1	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LOC100506869	chr12	1	0	137	0	105	1	1	NA	NA
LOC101928162	chr12	1	0	137	0	105	1	1	NA	NA
LOC374443	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LRP6	chr12	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
LRRIQ1	chr12	1	9	128	7	98	0.984383714445064	0.617624995762892	-0.0300404667705571	0.976061644024953
LRRK2	chr12	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
METAP2	chr12	3	4	133	6	99	0.496556042579837	0.91999499861123	-1.24069147188761	0.216805560177396
METTL21B	chr12	1	0	137	0	105	1	1	NA	NA
METTL7B	chr12	1	0	137	0	105	1	1	NA	NA
MFAP5	chr12	1	0	137	0	105	1	1	NA	NA
MMAB	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MMP19	chr12	1	0	137	0	105	1	1	NA	NA
MUC19	chr12	7	23	114	21	84	0.807057840885362	0.791438347308452	-0.77870987473984	0.437065401821854
MVK	chr12	2	2	135	3	102	0.504315659679408	0.886743255844519	-0.966595983002322	0.335495993445238
MYBPC1	chr12	1	4	133	1	104	3.11985018726592	0.278551452698258	1.13750789946109	0.256538470651921
NOS1	chr12	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NUP107	chr12	1	0	137	0	105	1	1	NA	NA
OAS1	chr12	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
OAS3	chr12	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
OASL	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OR10AD1	chr12	1	7	130	6	99	0.888532991672005	0.691783212069108	-0.204510615726018	0.838145663268725
OR6C6	chr12	1	0	137	0	105	1	1	NA	NA
OR6C75	chr12	1	0	137	0	105	1	1	NA	NA
OVCH1-AS1	chr12	1	0	137	0	105	1	1	NA	NA
P2RX7	chr12	1	0	137	0	105	1	1	NA	NA
PGAM5	chr12	1	0	137	0	105	1	1	NA	NA
PIK3C2G	chr12	1	0	137	0	105	1	1	NA	NA
PLEKHG7	chr12	1	0	137	0	105	1	1	NA	NA
PLXNC1	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PPP1CC	chr12	1	0	137	0	105	1	1	NA	NA
PRB1	chr12	1	0	137	0	105	1	1	NA	NA
PRB4	chr12	2	11	126	8	97	1.05850272682201	0.552539416043954	0.117436869647594	0.906617990792259
PRH1-PRR4	chr12	3	10	127	10	95	0.748130657221566	0.805076563301417	-0.610881012838432	0.541942696552561
PRKAB1	chr12	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
PTPRO	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PTPRQ	chr12	2	7	130	8	97	0.653051417587698	0.857791187262355	-0.780705552534137	0.435898803993628
PUS7L	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PZP	chr12	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
RAD52	chr12	3	6	131	1	104	4.74904942965779	0.115070142079064	1.76531526504294	0.0791594123831667
RAP1B	chr12	1	0	137	0	105	1	1	NA	NA
RNF41	chr12	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SCN8A	chr12	2	0	137	0	105	1	1	NA	NA
SENP1	chr12	1	0	137	0	105	1	1	NA	NA
SLC16A7	chr12	1	8	129	5	100	1.24012393493416	0.472630270872668	0.371695294388155	0.710457449719506
SLC26A10	chr12	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC4A8	chr12	1	0	137	0	105	1	1	NA	NA
SLCO1A2	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SMUG1	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SPSB2	chr12	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SYT1	chr12	2	7	130	4	101	1.35926993275696	0.438071537837844	-0.171691513213633	0.863870685641172
TAS2R8	chr12	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TBK1	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TBX5	chr12	1	0	137	0	105	1	1	NA	NA
TDG	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TESPA1	chr12	2	0	137	3	102	0.00121506682867558	1	-1.74894926439041	0.0832501235799514
TMEM116	chr12	1	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
TMTC1	chr12	1	0	137	0	105	1	1	NA	NA
TNFRSF1A	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TROAP	chr12	1	0	137	0	105	1	1	NA	NA
TRPV4	chr12	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TSPAN19	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TULP3	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ULK1	chr12	1	0	137	0	105	1	1	NA	NA
USP5	chr12	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
VWF	chr12	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
WASHC4	chr12	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
WNK1	chr12	1	0	137	0	105	1	1	NA	NA
ZDHHC17	chr12	1	0	137	0	105	1	1	NA	NA
