GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
CRYM	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
DDX19B	chr16	1	0	137	0	105	1	1	NA	NA
DECR2	chr16	1	0	137	0	105	1	1	NA	NA
DUS2	chr16	2	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
E4F1	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ELMO3	chr16	1	0	137	0	105	1	1	NA	NA
ENKD1	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ERVK13-1	chr16	2	0	137	0	105	1	1	NA	NA
EXOC3L1	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FANCA	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FBXL8	chr16	1	0	137	0	105	1	1	NA	NA
FOPNL	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GALNS	chr16	6	26	111	14	91	1.52235445480862	0.159393792842552	0.185173083967436	0.853322762977162
GAS8	chr16	2	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
GINS2	chr16	1	0	137	0	105	1	1	NA	NA
HAGH	chr16	2	0	137	0	105	1	1	NA	NA
HAGHL	chr16	1	0	137	0	105	1	1	NA	NA
HMOX2	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
HSD17B2	chr16	1	0	137	0	105	1	1	NA	NA
HYDIN	chr16	1	4	133	0	105	841	0.100752653103625	2.02243060793437	0.0450926105048168
IL34	chr16	3	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
IL4R	chr16	1	0	137	0	105	1	1	NA	NA
JMJD8	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KARS	chr16	1	0	137	0	105	1	1	NA	NA
KDM8	chr16	2	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
KIAA0513	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
KIAA0556	chr16	1	0	137	0	105	1	1	NA	NA
KNOP1	chr16	1	5	132	5	100	0.75775927327782	0.776254135674985	-0.422019278137875	0.673446856996352
LINC00922	chr16	2	4	133	1	104	3.11985018726592	0.278551452698258	1.13750789946109	0.256538470651921
LOC102467079	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LOC102723385	chr16	1	0	137	0	105	1	1	NA	NA
LOC102724467	chr16	1	0	137	0	105	1	1	NA	NA
LOC106699570	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LONP2	chr16	1	0	137	0	105	1	1	NA	NA
MEFV	chr16	4	1	136	0	105	211	0.566115702479339	1	0.319086429784254
METTL22	chr16	1	0	137	0	105	1	1	NA	NA
MLKL	chr16	1	0	137	0	105	1	1	NA	NA
MLYCD	chr16	1	0	137	0	105	1	1	NA	NA
MMP2	chr16	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MT1G	chr16	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
MVD	chr16	1	0	137	0	105	1	1	NA	NA
NAE1	chr16	2	0	137	2	103	0.00182149362477231	1	-1.21543108701099	0.226953660666666
NME3	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NOXO1	chr16	1	0	137	0	105	1	1	NA	NA
NQO1	chr16	3	0	137	0	105	1	1	NA	NA
NUBP2	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NUDT16L1	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
NUDT7	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NUP93	chr16	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
OGFOD1	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR2C1	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PAQR4	chr16	1	0	137	0	105	1	1	NA	NA
PARN	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PDIA2	chr16	2	0	137	0	105	1	1	NA	NA
PIGQ	chr16	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
PKD1L2	chr16	5	1	136	6	99	0.121861604409063	0.997424048119839	-1.6521056073728	0.101247884032977
PLCG2	chr16	1	0	137	0	105	1	1	NA	NA
PLK1	chr16	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PMFBP1	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PMM2	chr16	2	0	137	0	105	1	1	NA	NA
PRDM7	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PRR25	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RBFOX1	chr16	1	0	137	0	105	1	1	NA	NA
RGS11	chr16	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RNPS1	chr16	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ROGDI	chr16	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SDR42E1	chr16	1	1	136	4	101	0.186409550045914	0.98544665246857	-1.5290837864331	0.128575478643252
SGF29	chr16	3	3	134	6	99	0.369794903666874	0.962473641687911	-1.43770145487418	0.152638756290916
SHISA9	chr16	1	0	137	0	105	1	1	NA	NA
SLC22A31	chr16	1	0	137	0	105	1	1	NA	NA
SLC38A8	chr16	1	0	137	0	105	1	1	NA	NA
SLX4	chr16	1	0	137	0	105	1	1	NA	NA
SNX29	chr16	1	0	137	0	105	1	1	NA	NA
SPATA33	chr16	1	0	137	0	105	1	1	NA	NA
SPG7	chr16	1	0	137	0	105	1	1	NA	NA
SULT1A1	chr16	2	0	137	0	105	1	1	NA	NA
SULT1A2	chr16	1	0	137	4	101	0.000911577028258888	1	-2.02948561985251	0.0449628469655893
TK2	chr16	1	0	137	0	105	1	1	NA	NA
TLDC1	chr16	1	0	137	0	105	1	1	NA	NA
TMC7	chr16	1	0	137	0	105	1	1	NA	NA
TMEM170A	chr16	1	0	137	0	105	1	1	NA	NA
TMEM186	chr16	1	0	137	0	105	1	1	NA	NA
TMEM8A	chr16	1	5	132	1	104	3.92830188679245	0.181024684988121	1.44326026978035	0.15041104600208
TPSAB1	chr16	2	3	134	3	102	0.761490683229814	0.773463408242231	-0.621891555720447	0.534924441351322
TPSD1	chr16	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
TRAP1	chr16	4	11	126	6	99	1.44018506278916	0.331828650620119	0.710673317445808	0.477985203999706
TRAPPC2L	chr16	1	0	137	0	105	1	1	NA	NA
TVP23A	chr16	1	0	137	0	105	1	1	NA	NA
TXNL4B	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
UBE2I	chr16	1	5	132	3	102	1.2875157629256	0.514539501258749	0.345727918997657	0.729856910009231
UMOD	chr16	1	3	134	5	100	0.448173005219985	0.929148645604185	-1.05574683374115	0.292537473800483
USB1	chr16	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
USP10	chr16	1	0	137	0	105	1	1	NA	NA
VKORC1	chr16	1	5	132	5	100	0.75775927327782	0.776254135674985	-0.422019278137875	0.673446856996352
VWA3A	chr16	1	0	137	0	105	1	1	NA	NA
WWOX	chr16	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZFPM1	chr16	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ZG16B	chr16	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ZNF720	chr16	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ZNF843	chr16	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
