# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
C1orf61	ENSG00000125462	ENST00000465270	processed_transcript	0	0	0	44	0	0	0	0	0	0	0	11	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf61	ENSG00000125462	ENST00000465570	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	11	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf61	ENSG00000125462	ENST00000469813	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	9	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000471156	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	11	0	0	32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf61	ENSG00000125462	ENST00000476966	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	11	0	0	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000482932	processed_transcript	0	0	0	36	0	0	0	0	0	0	0	6	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf61	ENSG00000125462	ENST00000484428	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	6	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000486517	processed_transcript	0	0	0	44	0	0	0	0	0	0	0	11	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf61	ENSG00000125462	ENST00000488498	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12
C1orf61	ENSG00000125462	ENST00000489877	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	6	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000489918	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf61	ENSG00000125462	ENST00000492750	processed_transcript	0	0	0	42	0	0	0	0	0	0	0	10	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf61	ENSG00000125462	ENST00000495000	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	8	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000497822	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	10	0	0	25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf61	ENSG00000125462	ENST00000497824	processed_transcript	0	0	0	49	0	0	0	0	0	0	0	11	0	0	35	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
C1orf61	ENSG00000125462	ENST00000498346	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	11	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf61	ENSG00000125462	ENST00000608007	retained_intron	0	0	0	37	0	0	0	0	0	0	0	11	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
C1orf63	ENSG00000117616	ENST00000243189	protein_coding	0	1	4	11	0	0	0	0	0	0	0	2	0	0	6	4	0	0	0	0	0	0	1	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000417642	protein_coding	0	1	4	11	0	0	0	0	0	0	0	2	0	0	6	4	0	0	0	0	0	0	1	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000431849	protein_coding	0	1	3	10	0	0	0	0	0	0	0	3	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000450820	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	3	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6
C1orf63	ENSG00000117616	ENST00000473314	nonsense_mediated_decay	0	0	3	101	2	0	1	0	0	0	0	2	0	0	77	3	0	0	0	0	0	0	0	0	0	0	0	0	0	19
C1orf63	ENSG00000117616	ENST00000475766	processed_transcript	0	0	0	15	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf63	ENSG00000117616	ENST00000491378	retained_intron	0	0	0	12	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf63	ENSG00000117616	ENST00000498238	retained_intron	0	1	0	15	0	0	0	0	0	0	0	2	0	0	4	0	6	0	0	0	0	0	1	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000561867	protein_coding	0	0	0	101	0	0	0	0	0	0	0	9	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
C1orf63	ENSG00000117616	ENST00000562018	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	6	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16
C1orf63	ENSG00000117616	ENST00000564223	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf63	ENSG00000117616	ENST00000564413	processed_transcript	0	0	0	30	0	0	0	0	0	0	0	12	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf63	ENSG00000117616	ENST00000565733	nonsense_mediated_decay	0	0	4	11	0	0	0	0	0	0	0	2	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000566395	nonsense_mediated_decay	0	0	3	12	1	0	0	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000566599	processed_transcript	0	0	0	37	0	0	0	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
C1orf63	ENSG00000117616	ENST00000567741	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	6	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16
C1orf63	ENSG00000117616	ENST00000568212	retained_intron	0	0	0	14	0	0	0	0	0	0	0	4	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000568254	nonsense_mediated_decay	0	1	3	12	2	0	0	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	0	0	4
C1orf63	ENSG00000117616	ENST00000568399	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	6	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
C1orf63	ENSG00000117616	ENST00000568701	protein_coding	0	0	0	37	0	0	0	0	0	0	0	9	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C1orf63	ENSG00000117616	ENST00000568996	protein_coding	0	0	0	102	0	0	0	0	0	0	0	9	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
C1orf63	ENSG00000117616	ENST00000569495	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
C1orf63	ENSG00000117616	ENST00000570063	retained_intron	0	0	0	15	0	0	0	0	0	0	0	2	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
C1orf64	ENSG00000183888	ENST00000329454	protein_coding	0	3	1	91	4	0	0	0	0	0	0	28	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	3	51
C1orf65	ENSG00000178395	ENST00000366875	protein_coding	0	4	5	19	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3	13
C1orf68	ENSG00000198854	ENST00000368775	protein_coding	0	1	3	66	3	0	0	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	22
C1orf74	ENSG00000162757	ENST00000294811	protein_coding	0	0	1	36	1	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21
C1orf85	ENSG00000198715	ENST00000362007	protein_coding	0	0	6	26	2	0	0	0	0	0	0	10	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	13
C1orf85	ENSG00000198715	ENST00000368264	nonsense_mediated_decay	0	0	3	26	0	0	0	0	0	0	0	12	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf85	ENSG00000198715	ENST00000461597	nonsense_mediated_decay	0	0	1	32	0	0	0	0	0	0	0	13	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10
C1orf85	ENSG00000198715	ENST00000472870	nonsense_mediated_decay	0	0	1	36	2	0	0	0	0	0	0	12	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf85	ENSG00000198715	ENST00000476177	nonsense_mediated_decay	0	0	0	29	3	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf85	ENSG00000198715	ENST00000479084	retained_intron	0	0	0	25	0	0	0	0	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf85	ENSG00000198715	ENST00000480968	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf85	ENSG00000198715	ENST00000481050	protein_coding	0	0	1	24	2	0	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf85	ENSG00000198715	ENST00000482579	processed_transcript	0	0	0	25	0	0	0	0	0	0	0	10	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf85	ENSG00000198715	ENST00000484214	retained_intron	0	0	0	29	0	0	0	0	0	0	0	12	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	13
C1orf85	ENSG00000198715	ENST00000497831	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
C1orf85	ENSG00000198715	ENST00000497955	retained_intron	0	0	0	24	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
C1orf86	ENSG00000162585	ENST00000378543	protein_coding	0	1	0	34	1	0	0	0	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14
C1orf86	ENSG00000162585	ENST00000378545	protein_coding	0	0	3	37	1	0	0	0	0	0	0	15	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
C1orf86	ENSG00000162585	ENST00000378546	protein_coding	0	0	1	34	1	0	0	0	0	0	0	15	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000400918	protein_coding	0	0	1	42	0	0	0	0	0	0	0	9	0	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000400919	protein_coding	0	1	0	48	1	0	4	0	0	0	0	14	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14
C1orf86	ENSG00000162585	ENST00000401813	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	15	0	0	15	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
C1orf86	ENSG00000162585	ENST00000414253	nonsense_mediated_decay	0	0	1	48	5	0	0	0	0	0	0	14	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000420515	protein_coding	0	0	1	28	0	0	0	0	0	0	0	13	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000428120	nonsense_mediated_decay	0	0	1	48	5	0	0	0	0	0	0	14	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000440825	nonsense_mediated_decay	0	0	1	34	1	0	0	0	0	0	0	15	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000469733	processed_transcript	0	0	0	86	0	0	0	0	0	0	0	14	0	0	46	0	5	0	0	0	0	0	0	0	0	0	0	0	0	21
C1orf86	ENSG00000162585	ENST00000476803	processed_transcript	0	0	0	34	0	0	0	0	0	0	0	15	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000487186	processed_transcript	0	0	0	86	0	0	0	0	0	0	0	15	0	0	51	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000497675	retained_intron	0	0	0	34	0	0	0	0	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf86	ENSG00000162585	ENST00000514625	retained_intron	0	0	0	37	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
C1orf87	ENSG00000162598	ENST00000371201	protein_coding	1	3	10	276	3	0	0	0	0	0	0	16	0	0	240	10	0	0	0	0	0	0	0	0	1	0	0	0	3	17
C1orf87	ENSG00000162598	ENST00000395552	protein_coding	1	1	4	92	3	0	0	0	0	0	0	16	0	0	53	4	0	0	0	0	0	0	0	0	1	0	0	0	1	20
C1orf87	ENSG00000162598	ENST00000450089	protein_coding	1	0	3	284	3	0	0	0	0	0	0	16	0	0	250	3	0	0	0	0	0	0	0	0	1	0	0	0	0	15
C1orf87	ENSG00000162598	ENST00000486478	processed_transcript	0	0	0	108	0	0	0	0	0	0	0	18	0	0	56	0	15	0	0	0	0	0	0	0	0	0	0	0	0	19
C1orf87	ENSG00000162598	ENST00000488027	processed_transcript	0	0	0	98	0	0	0	0	0	0	0	16	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19
C1orf87	ENSG00000162598	ENST00000491817	processed_transcript	0	0	0	102	0	0	0	0	0	0	0	17	0	0	65	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf94	ENSG00000142698	ENST00000373374	protein_coding	0	4	5	203	1	1	4	0	0	0	0	5	0	0	182	5	0	0	0	0	0	0	1	0	0	0	0	0	2	12
C1orf94	ENSG00000142698	ENST00000488417	protein_coding	0	4	8	175	1	0	0	0	0	0	0	5	0	0	162	8	0	0	0	0	0	0	1	0	0	0	0	0	3	8
C1orf95	ENSG00000203685	ENST00000366788	protein_coding	0	0	0	281	23	0	0	0	0	0	0	23	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf95	ENSG00000203685	ENST00000366789	protein_coding	0	0	0	281	23	0	0	0	0	0	0	23	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
C1orf95	ENSG00000203685	ENST00000467495	retained_intron	0	0	0	45	0	0	0	0	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
C2CD4D	ENSG00000225556	ENST00000454109	protein_coding	0	1	0	42	1	0	0	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24
C4BPA	ENSG00000123838	ENST00000367070	protein_coding	0	25	6	108	0	0	0	0	0	0	0	9	0	0	77	6	0	0	0	23	0	0	0	0	0	0	0	0	2	22
C4BPA	ENSG00000123838	ENST00000421786	protein_coding	0	1	3	76	0	0	0	0	0	0	0	16	0	0	38	3	0	0	0	0	0	0	0	0	0	0	0	0	1	22
C4BPA	ENSG00000123838	ENST00000424088	nonsense_mediated_decay	0	1	3	56	0	0	0	0	0	0	0	2	0	0	34	3	0	0	0	0	0	0	0	0	0	0	0	0	1	20
C4BPAP1	ENSG00000224462	ENST00000415474	unprocessed_pseudogene	0	0	0	41	0	0	0	0	0	0	0	7	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
C4BPAP2	ENSG00000232621	ENST00000428434	unprocessed_pseudogene	0	0	0	41	0	0	0	0	0	0	0	15	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
C4BPB	ENSG00000123843	ENST00000243611	protein_coding	0	4	1	70	0	1	2	0	0	0	0	20	0	0	29	1	0	0	0	0	0	0	1	0	0	0	0	0	2	20
C4BPB	ENSG00000123843	ENST00000367076	protein_coding	0	17	2	70	0	1	2	0	0	0	0	20	0	0	29	1	0	0	0	14	0	0	1	0	0	0	0	0	2	20
C4BPB	ENSG00000123843	ENST00000367078	protein_coding	0	17	2	71	0	0	0	0	0	0	0	20	0	0	32	1	0	0	0	14	0	0	2	0	0	0	0	0	2	21
C4BPB	ENSG00000123843	ENST00000391923	protein_coding	0	3	1	70	0	0	1	0	0	0	0	20	0	0	30	1	0	0	0	0	0	0	1	0	0	0	0	0	2	20
C4BPB	ENSG00000123843	ENST00000451804	protein_coding	0	2	2	56	1	0	0	0	0	0	0	21	0	0	15	2	0	0	0	0	0	0	1	0	0	0	0	0	1	20
C4BPB	ENSG00000123843	ENST00000452902	protein_coding	0	3	1	65	0	0	1	0	0	0	0	22	0	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	2	20
C4BPB	ENSG00000123843	ENST00000469326	retained_intron	0	0	0	50	0	0	0	0	0	0	0	20	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	14
C4BPB	ENSG00000123843	ENST00000470767	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	20	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
C4BPB	ENSG00000123843	ENST00000492730	retained_intron	0	2	0	44	0	0	0	0	0	0	0	14	0	0	10	0	1	0	0	0	0	0	2	0	0	0	0	0	0	21
C8A	ENSG00000157131	ENST00000361249	protein_coding	0	13	10	354	4	0	1	0	0	0	0	36	0	0	288	10	0	0	0	9	0	0	2	0	0	0	0	0	3	26
C8B	ENSG00000021852	ENST00000371237	protein_coding	1	0	5	188	1	0	0	0	0	0	0	33	0	0	140	5	0	0	0	0	0	0	0	0	1	0	0	0	0	14
C8B	ENSG00000021852	ENST00000465658	retained_intron	0	0	0	64	0	0	0	0	0	0	0	41	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
C8B	ENSG00000021852	ENST00000468990	processed_transcript	0	0	0	65	0	0	0	0	0	0	0	16	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
C8B	ENSG00000021852	ENST00000494324	processed_transcript	0	0	0	56	0	0	0	0	0	0	0	15	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
C8B	ENSG00000021852	ENST00000535057	protein_coding	1	0	4	189	0	0	1	0	0	0	0	34	0	0	140	4	0	0	0	0	0	0	0	0	1	0	0	0	0	14
C8B	ENSG00000021852	ENST00000543257	protein_coding	1	0	4	189	1	0	1	0	0	0	0	33	0	0	140	4	0	0	0	0	0	0	0	0	1	0	0	0	0	14
CA14	ENSG00000118298	ENST00000369111	protein_coding	0	8	0	22	0	0	1	0	0	0	0	6	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	2	7
CA14	ENSG00000118298	ENST00000483993	nonsense_mediated_decay	0	0	0	18	2	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CA14	ENSG00000118298	ENST00000607082	protein_coding	0	0	0	15	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CA14	ENSG00000118298	ENST00000607652	retained_intron	0	0	0	21	0	0	0	0	0	0	0	4	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7
CA14	ENSG00000118298	ENST00000607751	retained_intron	0	0	0	19	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CA6	ENSG00000131686	ENST00000377436	protein_coding	11	61	7	183	0	0	0	0	0	0	0	28	0	0	137	6	0	0	0	56	0	0	0	0	0	0	0	11	6	18
CA6	ENSG00000131686	ENST00000377442	protein_coding	0	3	2	192	0	0	0	0	0	0	0	27	0	0	147	1	0	0	0	2	0	0	0	0	0	0	0	0	2	18
CA6	ENSG00000131686	ENST00000377443	protein_coding	11	60	6	185	6	0	0	0	0	0	0	21	0	0	140	5	0	0	0	56	0	0	0	0	0	0	0	11	5	18
CA6	ENSG00000131686	ENST00000476083	processed_transcript	0	0	0	195	0	0	0	0	0	0	0	26	0	0	148	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18
CA6	ENSG00000131686	ENST00000480186	protein_coding	0	5	6	79	4	0	0	0	0	0	0	28	0	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	5	18
CA6	ENSG00000131686	ENST00000549778	protein_coding	0	2	2	154	0	0	0	0	0	0	0	23	0	0	114	2	0	0	0	0	0	0	1	0	0	0	0	0	1	18
CACHD1	ENSG00000158966	ENST00000290039	protein_coding	0	4	0	391	3	0	0	0	0	0	0	13	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
CACHD1	ENSG00000158966	ENST00000371073	protein_coding	0	4	0	391	3	0	0	0	0	0	0	13	0	0	371	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
CACHD1	ENSG00000158966	ENST00000470527	processed_transcript	0	0	0	289	0	0	0	0	0	0	0	13	0	0	258	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
CACHD1	ENSG00000158966	ENST00000486580	retained_intron	0	0	0	25	0	0	0	0	0	0	0	12	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
CACHD1	ENSG00000158966	ENST00000495994	processed_transcript	0	0	0	362	0	0	0	0	0	0	0	13	0	0	339	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
CACNA1E	ENSG00000198216	ENST00000357570	protein_coding	0	7	5	889	9	0	0	0	0	0	0	20	0	0	848	5	0	0	0	0	0	0	1	0	0	0	0	0	6	13
CACNA1E	ENSG00000198216	ENST00000358338	protein_coding	0	7	5	889	9	0	0	0	0	0	0	20	0	0	848	5	0	0	0	0	0	0	1	0	0	0	0	0	6	13
CACNA1E	ENSG00000198216	ENST00000360108	protein_coding	0	7	5	879	0	0	0	0	0	0	0	21	0	0	848	5	0	0	0	0	0	0	1	0	0	0	0	0	6	11
CACNA1E	ENSG00000198216	ENST00000367567	protein_coding	0	6	5	890	9	0	1	0	0	0	0	20	0	0	848	5	0	0	0	0	0	0	1	0	0	0	0	0	5	13
CACNA1E	ENSG00000198216	ENST00000367570	protein_coding	0	9	5	889	9	0	0	0	0	0	0	20	0	0	848	5	0	0	0	2	0	0	1	0	0	0	0	0	6	13
CACNA1E	ENSG00000198216	ENST00000367573	protein_coding	0	9	5	879	0	0	0	0	0	0	0	21	0	0	848	5	0	0	0	2	0	0	1	0	0	0	0	0	6	11
CACNA1E	ENSG00000198216	ENST00000524607	protein_coding	0	2	0	969	0	0	0	0	0	0	0	10	0	0	937	0	0	0	0	0	0	0	1	0	0	0	0	0	1	23
CACNA1E	ENSG00000198216	ENST00000526775	protein_coding	0	7	5	914	33	0	0	0	0	0	0	21	0	0	848	5	0	0	0	0	0	0	1	0	0	0	0	0	6	13
CACNA1E	ENSG00000198216	ENST00000533229	retained_intron	0	0	0	520	0	0	0	0	0	0	0	14	0	0	492	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
CACNA1S	ENSG00000081248	ENST00000362061	protein_coding	0	27	15	308	0	0	0	0	0	0	0	20	0	0	276	15	0	0	0	7	0	0	8	0	0	0	0	0	14	18
CACNA1S	ENSG00000081248	ENST00000367338	protein_coding	0	20	15	308	0	0	0	0	0	0	0	20	0	0	276	15	0	0	0	0	0	0	8	0	0	0	0	0	14	18
CACYBP	ENSG00000116161	ENST00000367679	protein_coding	0	4	0	50	6	0	2	0	0	0	0	15	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	9
CACYBP	ENSG00000116161	ENST00000367681	protein_coding	0	0	0	50	6	0	0	0	0	0	0	15	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CACYBP	ENSG00000116161	ENST00000405362	protein_coding	0	0	0	45	0	0	1	0	0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CACYBP	ENSG00000116161	ENST00000406752	protein_coding	0	0	0	34	0	0	0	0	0	0	0	14	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CACYBP	ENSG00000116161	ENST00000426793	protein_coding	0	0	0	28	0	0	2	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CACYBP	ENSG00000116161	ENST00000461977	retained_intron	0	0	0	29	0	0	0	0	0	0	0	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CACYBP	ENSG00000116161	ENST00000469173	retained_intron	0	0	0	28	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CACYBP	ENSG00000116161	ENST00000473925	retained_intron	0	0	0	41	0	0	0	0	0	0	0	16	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
CACYBP	ENSG00000116161	ENST00000483307	retained_intron	0	0	0	29	0	0	0	0	0	0	0	12	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
CADM3	ENSG00000162706	ENST00000368124	protein_coding	0	2	2	82	2	0	0	0	0	0	0	19	0	0	57	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4
CADM3	ENSG00000162706	ENST00000368125	protein_coding	0	2	1	96	4	0	0	0	0	0	0	30	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4
CADM3	ENSG00000162706	ENST00000416746	protein_coding	0	0	1	66	0	0	0	0	0	0	0	19	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CADM3	ENSG00000162706	ENST00000497636	processed_transcript	0	0	0	47	0	0	0	0	0	0	0	17	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11
CALML6	ENSG00000169885	ENST00000307786	protein_coding	0	2	5	48	0	2	4	0	0	0	0	22	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CALML6	ENSG00000169885	ENST00000378604	protein_coding	0	1	5	47	0	1	2	0	0	0	0	22	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CALML6	ENSG00000169885	ENST00000462293	processed_transcript	0	0	0	49	0	0	0	0	0	0	0	21	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17
CALML6	ENSG00000169885	ENST00000482402	retained_intron	0	0	0	52	0	0	0	0	0	0	0	22	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	18
CALR4P	ENSG00000227742	ENST00000431943	unitary_pseudogene	0	0	0	171	0	0	0	0	0	0	0	24	0	0	129	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15
CAMK1G	ENSG00000008118	ENST00000009105	protein_coding	0	2	1	148	1	0	0	0	0	0	0	19	0	0	109	1	0	0	0	0	0	0	0	0	0	0	0	0	2	19
