GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
DSP	chr6	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
ECT2L	chr6	2	0	137	0	105	1	1	NA	NA
ELOVL5	chr6	1	0	137	0	105	1	1	NA	NA
ENPP4	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
EPHA7	chr6	1	0	137	0	105	1	1	NA	NA
ERMARD	chr6	1	0	137	0	105	1	1	NA	NA
EYS	chr6	3	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
FAM162B	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FAM26F	chr6	1	0	137	0	105	1	1	NA	NA
FANCE	chr6	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
FBXL4	chr6	1	0	137	0	105	1	1	NA	NA
FKBP5	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GJA10	chr6	1	0	137	0	105	1	1	NA	NA
GMDS-AS1	chr6	1	5	132	3	102	1.2875157629256	0.514539501258749	0.345727918997657	0.729856910009231
GMPR	chr6	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.721357128496038	0.472121096046557
GPLD1	chr6	1	0	137	0	105	1	1	NA	NA
GPRC6A	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GPX5	chr6	1	0	137	0	105	1	1	NA	NA
GRM1	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GSTA3	chr6	1	0	137	0	105	1	1	NA	NA
GSTA5	chr6	1	0	137	0	105	1	1	NA	NA
HCG20	chr6	1	4	133	0	105	841	0.100752653103625	2.02243060793437	0.0450926105048168
HCG27	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HCG4B	chr6	1	0	137	0	105	1	1	NA	NA
HEBP2	chr6	2	0	137	0	105	1	1	NA	NA
HIST1H2AH	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HIST1H4D	chr6	1	0	137	0	105	1	1	NA	NA
HLA-A	chr6	1	0	137	0	105	1	1	NA	NA
HLA-B	chr6	3	4	133	1	104	3.11985018726592	0.278551452698258	1.13750789946109	0.256538470651921
HLA-DMA	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HLA-DPA1	chr6	2	10	127	3	102	2.67496723460026	0.107339205026918	1.60667309069113	0.109478884916352
HLA-DPB1	chr6	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
HLA-DPB2	chr6	1	3	134	0	105	631	0.179700627550496	1.7449286860508	0.0832561190935399
HLA-DQA1	chr6	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
HLA-DQB1	chr6	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
HLA-DRB5	chr6	1	4	133	5	100	0.601803155522164	0.862498653436732	-0.725652255334466	0.468929212615003
HSD17B8	chr6	2	0	137	0	105	1	1	NA	NA
HSP90AB1	chr6	1	0	137	0	105	1	1	NA	NA
HSPA1L	chr6	1	0	137	0	105	1	1	NA	NA
IGF2R	chr6	3	5	132	4	101	0.956480605487228	0.661548927051861	-0.566975253637085	0.57155867023004
IL17F	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
IYD	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KCNK16	chr6	1	0	137	0	105	1	1	NA	NA
KHDC1	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KIAA1586	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LAMA4	chr6	1	0	137	0	105	1	1	NA	NA
LINC00326	chr6	1	5	132	2	103	1.94896030245747	0.345911042260767	0.833520350594018	0.405381933922803
LOC100506885	chr6	1	0	137	0	105	1	1	NA	NA
LOC101927768	chr6	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
LOC101928489	chr6	1	0	137	0	105	1	1	NA	NA
LOC101929163	chr6	5	6	131	5	100	0.916094584286804	0.677370335137809	0.289626320552707	0.772352518191114
LOC101929523	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LOC554223	chr6	1	0	137	0	105	1	1	NA	NA
LPA	chr6	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LY86	chr6	1	0	137	0	105	1	1	NA	NA
MAPK14	chr6	1	0	137	0	105	1	1	NA	NA
MBOAT1	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ME1	chr6	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MFSD4B	chr6	1	0	137	0	105	1	1	NA	NA
MICA	chr6	3	8	129	9	96	0.661644425312096	0.859266969477954	-0.802898394200963	0.422980711828513
MOG	chr6	1	0	137	0	105	1	1	NA	NA
MPIG6B	chr6	1	0	137	0	105	1	1	NA	NA
MUC22	chr6	1	0	137	0	105	1	1	NA	NA
MUT	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MYCT1	chr6	1	0	137	0	105	1	1	NA	NA
MYLK4	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NCR3	chr6	4	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
NT5DC1	chr6	1	0	137	0	105	1	1	NA	NA
NT5E	chr6	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OARD1	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OPRM1	chr6	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR10C1	chr6	1	0	137	0	105	1	1	NA	NA
OR2H1	chr6	1	0	137	0	105	1	1	NA	NA
ORC3	chr6	1	0	137	0	105	1	1	NA	NA
PARK2	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PDE10A	chr6	2	3	134	3	102	0.761490683229814	0.773463408242231	-0.615296632739316	0.53921504145475
PKHD1	chr6	1	0	137	0	105	1	1	NA	NA
PLA2G7	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PNPLA1	chr6	1	0	137	0	105	1	1	NA	NA
POLH	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PPIL1	chr6	1	0	137	0	105	1	1	NA	NA
PPT2-EGFL8	chr6	1	0	137	0	105	1	1	NA	NA
PRICKLE4	chr6	1	0	137	0	105	1	1	NA	NA
PRPF4B	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PSMG4	chr6	1	0	137	0	105	1	1	NA	NA
PSORS1C1	chr6	1	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
PTP4A1	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RAET1E-AS1	chr6	1	0	137	0	105	1	1	NA	NA
RIMS1	chr6	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
RNASET2	chr6	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
ROS1	chr6	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
RTN4IP1	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SCML4	chr6	1	0	137	0	105	1	1	NA	NA
SDHAF4	chr6	1	0	137	0	105	1	1	NA	NA
SERAC1	chr6	1	0	137	0	105	1	1	NA	NA
SERPINB1	chr6	1	0	137	0	105	1	1	NA	NA
SIRT5	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SKIV2L	chr6	1	0	137	0	105	1	1	NA	NA
SLC17A1	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC17A4	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC17A5	chr6	1	0	137	0	105	1	1	NA	NA
SLC18B1	chr6	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SLC39A7	chr6	1	0	137	0	105	1	1	NA	NA
SLC44A4	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SMAP1	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SMPD2	chr6	1	0	137	0	105	1	1	NA	NA
SMPDL3A	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SNX14	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
STK38	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SYTL3	chr6	1	0	137	0	105	1	1	NA	NA
TAAR2	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TBC1D7-LOC100130357	chr6	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
TBCC	chr6	1	0	137	0	105	1	1	NA	NA
TFB1M	chr6	1	0	137	0	105	1	1	NA	NA
THEMIS	chr6	1	0	137	0	105	1	1	NA	NA
TIAM2	chr6	2	0	137	0	105	1	1	NA	NA
TPBG	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TPMT	chr6	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
TREM1	chr6	1	0	137	0	105	1	1	NA	NA
TRIM31	chr6	2	0	137	0	105	1	1	NA	NA
TRIM38	chr6	1	0	137	0	105	1	1	NA	NA
TRIM40	chr6	1	0	137	0	105	1	1	NA	NA
TSPO2	chr6	1	0	137	0	105	1	1	NA	NA
TTBK1	chr6	1	0	137	0	105	1	1	NA	NA
TULP1	chr6	1	0	137	0	105	1	1	NA	NA
TXLNB	chr6	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
UBR2	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ULBP3	chr6	2	0	137	0	105	1	1	NA	NA
UNC93A	chr6	3	2	135	4	101	0.374653098982424	0.943383179645662	-1.22624734155862	0.222567444117356
USP45	chr6	4	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
USP49	chr6	1	0	137	0	105	1	1	NA	NA
UTRN	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
VARS2	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
VNN1	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
VNN2	chr6	1	0	137	0	105	1	1	NA	NA
VWA7	chr6	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
WASF1	chr6	1	0	137	0	105	1	1	NA	NA
WDR27	chr6	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF204P	chr6	1	0	137	0	105	1	1	NA	NA
ZNRD1ASP	chr6	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
ZSCAN12	chr6	1	0	137	0	105	1	1	NA	NA
ZSCAN31	chr6	2	0	137	0	105	1	1	NA	NA
ZSCAN9	chr6	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
