GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
H6PD	chr1	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
HDAC1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HENMT1	chr1	1	0	137	0	105	1	1	NA	NA
HRNR	chr1	1	0	137	0	105	1	1	NA	NA
HSPA6	chr1	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.948190759651375	0.344809322841958
IFI16	chr1	1	0	137	0	105	1	1	NA	NA
IFI44L	chr1	1	0	137	0	105	1	1	NA	NA
IL22RA1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
INTS11	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
IPO13	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
JAK1	chr1	2	2	135	0	105	421	0.319467782311992	1.21478164475944	0.226554290922
KCNAB2	chr1	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
KDM4A	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
KDM5B	chr1	1	0	137	0	105	1	1	NA	NA
KIF2C	chr1	1	0	137	0	105	1	1	NA	NA
KLHDC7A	chr1	1	0	137	0	105	1	1	NA	NA
LACTBL1	chr1	1	0	137	0	105	1	1	NA	NA
LAD1	chr1	1	0	137	0	105	1	1	NA	NA
LAMC2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LCE1D	chr1	1	0	137	0	105	1	1	NA	NA
LCE5A	chr1	1	0	137	0	105	1	1	NA	NA
LCE6A	chr1	1	0	137	0	105	1	1	NA	NA
LDLRAD1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LEXM	chr1	1	0	137	0	105	1	1	NA	NA
LGALS8	chr1	1	0	137	0	105	1	1	NA	NA
LGR6	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LINC00339	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
LINC01032	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LINC01349	chr1	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
LINC01762	chr1	1	0	137	0	105	1	1	NA	NA
LOC100129138	chr1	1	3	134	4	101	0.565703634669152	0.870663277477245	-0.717351241498222	0.474043558327793
LOC101928034	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LOC101928068	chr1	1	0	137	0	105	1	1	NA	NA
LOC102723661	chr1	1	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
LOC105376736	chr1	1	0	137	0	105	1	1	NA	NA
LOC105378828	chr1	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
LRRC47	chr1	1	0	137	0	105	1	1	NA	NA
LRRC71	chr1	1	0	137	0	105	1	1	NA	NA
LRRIQ3	chr1	1	0	137	0	105	1	1	NA	NA
MACF1	chr1	2	6	131	4	101	1.15633937082936	0.546843718428737	0.22184182192895	0.824633395399774
MAP1LC3C	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
MAP3K6	chr1	1	0	137	0	105	1	1	NA	NA
MAPKAPK2	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
MASP2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MECR	chr1	2	0	137	0	105	1	1	NA	NA
METTL18	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MORN1	chr1	2	14	123	9	96	1.21399548532731	0.41932478604021	0.435966057751093	0.663267418917998
MROH7-TTC4	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MTMR11	chr1	1	0	137	0	105	1	1	NA	NA
MTR	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MUC1	chr1	1	0	137	0	105	1	1	NA	NA
MUTYH	chr1	1	0	137	0	105	1	1	NA	NA
MYOC	chr1	4	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
MYOM3	chr1	1	0	137	0	105	1	1	NA	NA
NBPF3	chr1	1	0	137	0	105	1	1	NA	NA
NBPF7	chr1	1	0	137	0	105	1	1	NA	NA
NCF2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NECTIN4	chr1	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
NEK7	chr1	1	0	137	0	105	1	1	NA	NA
NIT1	chr1	1	0	137	0	105	1	1	NA	NA
NPPA-AS1	chr1	1	4	133	5	100	0.601803155522164	0.862498653436732	-0.725652255334466	0.468929212615003
NTRK1	chr1	2	3	134	5	100	0.448173005219985	0.929148645604185	-1.05574683374115	0.292537473800483
NUCKS1	chr1	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
NVL	chr1	1	0	137	0	105	1	1	NA	NA
OBSCN	chr1	1	0	137	0	105	1	1	NA	NA
OR10J1	chr1	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
OR10R2	chr1	1	0	137	0	105	1	1	NA	NA
OR10Z1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR2B11	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR2G6	chr1	1	0	137	0	105	1	1	NA	NA
OR2L13	chr1	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR2M3	chr1	1	0	137	0	105	1	1	NA	NA
OR2M4	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR2T12	chr1	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR2T4	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OR2W3	chr1	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
OR6N2	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR6P1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OSCP1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
P3H1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PADI2	chr1	5	1	136	1	104	0.765567765567766	0.812763622646686	0.0153154941759847	0.987793366829173
PADI4	chr1	2	0	137	0	105	1	1	NA	NA
PARK7	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PARP1	chr1	2	1	136	7	98	0.103412073490814	0.998925773258486	-2.32577385332912	0.021673209393813
PCNX2	chr1	1	0	137	0	105	1	1	NA	NA
PCSK9	chr1	6	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PDE4DIP	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PGM1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PKN2	chr1	1	0	137	0	105	1	1	NA	NA
PLA2G2C	chr1	1	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
PLA2G2D	chr1	1	0	137	0	105	1	1	NA	NA
PMVK	chr1	1	0	137	0	105	1	1	NA	NA
POLR3C	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PPFIA4	chr1	1	9	128	7	98	0.984383714445064	0.617624995762892	-0.0300404667705571	0.976061644024953
PPT1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PRDM16	chr1	1	0	137	0	105	1	1	NA	NA
PRKAA2	chr1	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
PRMT6	chr1	1	7	130	2	103	2.76967370441459	0.168634969980837	1.38402074257007	0.167688266928663
PSRC1	chr1	1	0	137	0	105	1	1	NA	NA
PTP4A2	chr1	1	0	137	0	105	1	1	NA	NA
PTPN14	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PTPN7	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTPRVP	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PUM1	chr1	1	0	137	0	105	1	1	NA	NA
QSOX1	chr1	1	0	137	0	105	1	1	NA	NA
RAB25	chr1	1	0	137	0	105	1	1	NA	NA
RAP1GAP	chr1	2	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
RBM34	chr1	1	3	134	4	101	0.565703634669152	0.870663277477245	-0.717351241498222	0.474043558327793
RCC1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RCSD1	chr1	1	0	137	0	105	1	1	NA	NA
RGS16	chr1	1	0	137	0	105	1	1	NA	NA
RGS5	chr1	1	5	132	2	103	1.94896030245747	0.345911042260767	0.833520350594018	0.405381933922803
RHOU	chr1	1	5	132	3	102	1.2875157629256	0.514539501258749	0.345727918997657	0.729856910009231
RNASEL	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RORC	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RPA2	chr1	1	0	137	0	105	1	1	NA	NA
RRP15	chr1	1	0	137	0	105	1	1	NA	NA
S100A4	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
S1PR1	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SARS	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SCNN1D	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SFN	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SH2D1B	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC16A4	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC2A5	chr1	1	0	137	0	105	1	1	NA	NA
SLC5A9	chr1	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
SLFNL1-AS1	chr1	1	0	137	0	105	1	1	NA	NA
SPATA17	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SPATA45	chr1	1	0	137	0	105	1	1	NA	NA
SPEN	chr1	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
SRM	chr1	1	0	137	0	105	1	1	NA	NA
SVBP	chr1	1	0	137	0	105	1	1	NA	NA
SZT2	chr1	1	0	137	0	105	1	1	NA	NA
TAS1R1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TATDN3	chr1	3	5	132	2	103	1.94896030245747	0.345911042260767	0.517550813544161	0.605263004506936
TCHH	chr1	1	0	137	0	105	1	1	NA	NA
TCTEX1D1	chr1	1	3	134	4	101	0.565703634669152	0.870663277477245	-0.717351241498222	0.474043558327793
TGFB2-AS1	chr1	1	0	137	0	105	1	1	NA	NA
THEM5	chr1	1	0	137	0	105	1	1	NA	NA
TLR5	chr1	1	0	137	0	105	1	1	NA	NA
TNFRSF14	chr1	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TNFSF18	chr1	1	0	137	0	105	1	1	NA	NA
TOMM40L	chr1	1	0	137	0	105	1	1	NA	NA
TRIM17	chr1	1	0	137	0	105	1	1	NA	NA
TRIM58	chr1	1	0	137	0	105	1	1	NA	NA
TRIM67	chr1	1	10	127	8	97	0.954746679783571	0.636162919516274	-0.0933157603605851	0.925737042048874
TTC22	chr1	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
TTC24	chr1	1	0	137	0	105	1	1	NA	NA
TTC39A	chr1	1	0	137	0	105	1	1	NA	NA
TYW3	chr1	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
UAP1	chr1	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
UBXN10	chr1	1	0	137	0	105	1	1	NA	NA
UBXN11	chr1	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
UCK2	chr1	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
UROD	chr1	1	0	137	0	105	1	1	NA	NA
USP33	chr1	1	0	137	0	105	1	1	NA	NA
WDR63	chr1	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
WNT4	chr1	1	3	134	4	101	0.565703634669152	0.870663277477245	-0.717351241498222	0.474043558327793
YY1AP1	chr1	1	0	137	0	105	1	1	NA	NA
ZBTB37	chr1	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
ZC3H12A	chr1	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF124	chr1	1	0	137	0	105	1	1	NA	NA
ZYG11A	chr1	1	0	137	0	105	1	1	NA	NA
