GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
SCART1	chr10	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SEPHS1	chr10	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SFXN2	chr10	1	0	137	0	105	1	1	NA	NA
SGPL1	chr10	1	5	132	5	100	0.75775927327782	0.776254135674985	-0.422019278137875	0.673446856996352
SIRT1	chr10	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
SORBS1	chr10	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SUFU	chr10	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SYCE1	chr10	1	0	137	0	105	1	1	NA	NA
TLX1NB	chr10	2	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
TMEM26	chr10	1	0	137	0	105	1	1	NA	NA
TRDMT1	chr10	2	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
UROS	chr10	1	0	137	0	105	1	1	NA	NA
USMG5	chr10	1	0	137	0	105	1	1	NA	NA
VCL	chr10	1	0	137	0	105	1	1	NA	NA
VENTX	chr10	1	0	137	0	105	1	1	NA	NA
ZCCHC24	chr10	1	0	137	0	105	1	1	NA	NA
ZNF438	chr10	1	2	135	6	99	0.2449105490438	0.986911972149311	-1.70336976864388	0.0906244554564554
ZNF518A	chr10	1	0	137	0	105	1	1	NA	NA
ZRANB1	chr10	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
