GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
LOC101929154	chr5	1	0	137	0	105	1	1	NA	NA
LOC389273	chr5	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
MGAT4B	chr5	1	0	137	0	105	1	1	NA	NA
MOCS2	chr5	2	0	137	0	105	1	1	NA	NA
MRNIP	chr5	1	0	137	0	105	1	1	NA	NA
MROH2B	chr5	2	7	130	8	97	0.653051417587698	0.857791187262355	-0.780705552534137	0.435898803993628
MTRR	chr5	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
MYO10	chr5	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NNT-AS1	chr5	1	0	137	0	105	1	1	NA	NA
NR3C1	chr5	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
OR2V2	chr5	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OXCT1	chr5	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
P4HA2	chr5	1	0	137	0	105	1	1	NA	NA
PAM	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PANK3	chr5	1	0	137	0	105	1	1	NA	NA
PCDHA1	chr5	1	0	137	0	105	1	1	NA	NA
PCDHB14	chr5	1	0	137	0	105	1	1	NA	NA
PCDHGA1	chr5	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
PDE4D	chr5	1	0	137	0	105	1	1	NA	NA
PJA2	chr5	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PLK2	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PPIC	chr5	2	0	137	0	105	1	1	NA	NA
RASGRF2	chr5	1	0	137	0	105	1	1	NA	NA
RGMB	chr5	1	0	137	0	105	1	1	NA	NA
RHOBTB3	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ROPN1L	chr5	1	0	137	0	105	1	1	NA	NA
SDHA	chr5	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
SLC25A2	chr5	1	0	137	0	105	1	1	NA	NA
SLC27A6	chr5	1	0	137	0	105	1	1	NA	NA
SLC6A19	chr5	1	0	137	0	105	1	1	NA	NA
SLCO4C1	chr5	1	0	137	0	105	1	1	NA	NA
SV2C	chr5	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TARS	chr5	1	0	137	0	105	1	1	NA	NA
TGFBI	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
THBS4	chr5	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
TMED9	chr5	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
TMEM173	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TMEM174	chr5	1	0	137	0	105	1	1	NA	NA
TMEM232	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TPPP	chr5	3	3	134	5	100	0.448173005219985	0.929148645604185	-1.05574683374115	0.292537473800483
TRIM7	chr5	1	0	137	0	105	1	1	NA	NA
TXNDC15	chr5	1	0	137	0	105	1	1	NA	NA
WWC1	chr5	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
XRCC4	chr5	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
ZNF474	chr5	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
