GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
GPC1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GPR1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GPR148	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HAAO	chr2	1	0	137	0	105	1	1	NA	NA
HDAC4	chr2	2	0	137	0	105	1	1	NA	NA
HIBCH	chr2	1	0	137	0	105	1	1	NA	NA
HNMT	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HSPE1-MOB4	chr2	1	0	137	0	105	1	1	NA	NA
IDH1	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
IFIH1	chr2	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
IL18R1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
IL37	chr2	1	0	137	0	105	1	1	NA	NA
INPP5D	chr2	1	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
IRS1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
KHK	chr2	1	0	137	0	105	1	1	NA	NA
KIAA1841	chr2	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
KYNU	chr2	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
LINC00309	chr2	2	0	137	0	105	1	1	NA	NA
LINC00607	chr2	1	0	137	0	105	1	1	NA	NA
LINC00608	chr2	1	0	137	0	105	1	1	NA	NA
LINC01105	chr2	2	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
LINC01237	chr2	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
LINC01246	chr2	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
LINC01940	chr2	1	0	137	0	105	1	1	NA	NA
LOC100996693	chr2	1	0	137	0	105	1	1	NA	NA
LOC101927043	chr2	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
LOC101929319	chr2	2	3	134	4	101	0.565703634669152	0.870663277477245	-0.717351241498222	0.474043558327793
LOC101929452	chr2	1	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
LOC101929926	chr2	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
LOC440910	chr2	1	0	137	0	105	1	1	NA	NA
MARCH7	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MERTK	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
METTL21A	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MFSD9	chr2	1	0	137	0	105	1	1	NA	NA
MGAT4A	chr2	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
MLPH	chr2	1	0	137	3	102	0.00121506682867558	1	-1.74894926439041	0.0832501235799514
MOGS	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MROH2A	chr2	1	5	132	4	101	0.956480605487228	0.661548927051861	-0.0646889661548269	0.94848000538616
MSH2	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MSH6	chr2	2	0	137	0	105	1	1	NA	NA
MTERF4	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NAGK	chr2	2	13	124	5	100	2.0958904109589	0.125925772171751	1.4467618358231	0.14927171365863
NBAS	chr2	1	0	137	0	105	1	1	NA	NA
NCKAP5	chr2	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
NEU2	chr2	6	2	135	2	103	0.763401109057301	0.781459632778863	-0.813985194067861	0.417359383066532
NMS	chr2	1	0	137	0	105	1	1	NA	NA
NRP2	chr2	2	0	137	0	105	1	1	NA	NA
NT5C1B-RDH14	chr2	2	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
NUP35	chr2	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ODC1	chr2	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PASK	chr2	4	1	136	2	103	0.379816513761468	0.919644388052536	-1.15778144355429	0.249457007020121
PDE11A	chr2	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PDK1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PECR	chr2	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
PKP4	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLCD4	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLEK	chr2	1	0	137	0	105	1	1	NA	NA
PLEKHH2	chr2	1	0	137	0	105	1	1	NA	NA
PMS1	chr2	1	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
POLR1B	chr2	1	0	137	0	105	1	1	NA	NA
POLR2D	chr2	1	0	137	0	105	1	1	NA	NA
PPIG	chr2	3	3	134	1	104	2.32342007434944	0.416544550891107	0.124953200709401	0.900694861902195
PRKD3	chr2	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PTH2R	chr2	1	0	137	0	105	1	1	NA	NA
PTPN18	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTPRN	chr2	1	0	137	0	105	1	1	NA	NA
PUS10	chr2	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
QPCT	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RABL2A	chr2	1	0	137	0	105	1	1	NA	NA
RBKS	chr2	1	0	137	0	105	1	1	NA	NA
RESP18	chr2	1	0	137	0	105	1	1	NA	NA
REV1	chr2	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
RFX8	chr2	1	0	137	0	105	1	1	NA	NA
RGPD8	chr2	1	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
RMDN2	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SCN1A	chr2	1	0	137	0	105	1	1	NA	NA
SCN7A	chr2	1	0	137	0	105	1	1	NA	NA
SLC3A1	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SMPD4	chr2	1	0	137	0	105	1	1	NA	NA
SNRNP200	chr2	1	0	137	0	105	1	1	NA	NA
SNTG2	chr2	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SP110	chr2	2	2	135	3	102	0.504315659679408	0.886743255844519	-0.723827300168018	0.470106075073426
SP140L	chr2	2	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
SPAG16	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SRSF7	chr2	1	0	137	0	105	1	1	NA	NA
STAMBP	chr2	1	0	137	0	105	1	1	NA	NA
STEAP3	chr2	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
STK25	chr2	1	0	137	0	105	1	1	NA	NA
SULT1C3	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SULT1C4	chr2	1	0	137	0	105	1	1	NA	NA
THSD7B	chr2	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TMEM177	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TNFAIP6	chr2	1	0	137	0	105	1	1	NA	NA
TPO	chr2	1	0	137	0	105	1	1	NA	NA
TRMT61B	chr2	1	0	137	0	105	1	1	NA	NA
TTC27	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TTN	chr2	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
UGT1A8	chr2	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
UPP2	chr2	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
USP39	chr2	1	0	137	0	105	1	1	NA	NA
VIL1	chr2	1	0	137	0	105	1	1	NA	NA
VIT	chr2	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
VWA3B	chr2	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
XDH	chr2	10	7	130	5	100	1.07686395080707	0.573777782194101	-0.68591091783383	0.494180113230714
XIRP2	chr2	2	0	137	0	105	1	1	NA	NA
XPO1	chr2	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
