GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
SEC14L3	chr22	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SEC14L4	chr22	5	9	128	5	100	1.40593286494926	0.379322795909118	0.826854370924863	0.409172282057163
SLC16A8	chr22	1	0	137	0	105	1	1	NA	NA
SLC2A11	chr22	1	0	137	0	105	1	1	NA	NA
SLC5A4	chr22	4	1	136	1	104	0.765567765567766	0.812763622646686	-0.793951434785609	0.428907761757353
SMARCB1	chr22	1	2	135	7	98	0.207826546800635	0.993894352281139	-1.96229970045281	0.0517012940667482
SNU13	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SPECC1L-ADORA2A	chr22	1	0	137	0	105	1	1	NA	NA
SUN2	chr22	1	0	137	0	105	1	1	NA	NA
TAB1	chr22	2	0	137	0	105	1	1	NA	NA
TBC1D22A	chr22	1	0	137	0	105	1	1	NA	NA
THAP7-AS1	chr22	2	5	132	7	98	0.530557057869118	0.914153313294855	-1.03068730253091	0.304021148522431
TMEM191A	chr22	1	0	137	0	105	1	1	NA	NA
TPST2	chr22	3	8	129	15	90	0.372255231206407	0.992623776597203	-2.12376126592116	0.0351184146251917
TRMT2A	chr22	1	0	137	0	105	1	1	NA	NA
TYMP	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
UPK3A	chr22	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
VPREB1	chr22	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
XPNPEP3	chr22	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
ZDHHC8P1	chr22	2	0	137	0	105	1	1	NA	NA
