GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
OR1J1	chr9	1	0	137	0	105	1	1	NA	NA
OR1J2	chr9	1	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
PAX5	chr9	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PHF19	chr9	1	0	137	0	105	1	1	NA	NA
PHPT1	chr9	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PHYHD1	chr9	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PNPLA7	chr9	1	0	137	0	105	1	1	NA	NA
POMT1	chr9	1	5	132	0	105	1051	0.0563029532049669	2.26969494679685	0.024799295745729
PRSS3	chr9	1	0	137	0	105	1	1	NA	NA
PTPN3	chr9	1	0	137	0	105	1	1	NA	NA
RFX3-AS1	chr9	1	0	137	0	105	1	1	NA	NA
RMI1	chr9	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ROR2	chr9	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RXRA	chr9	1	0	137	0	105	1	1	NA	NA
SARDH	chr9	1	0	137	0	105	1	1	NA	NA
SAXO1	chr9	2	0	137	0	105	1	1	NA	NA
SLC28A3	chr9	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SOHLH1	chr9	1	0	137	0	105	1	1	NA	NA
SPAG8	chr9	1	0	137	0	105	1	1	NA	NA
SYK	chr9	4	6	131	1	104	4.74904942965779	0.115070142079064	1.61961985463479	0.106818912409421
TLE1	chr9	1	0	137	0	105	1	1	NA	NA
TLR4	chr9	4	1	136	1	104	0.765567765567766	0.812763622646686	0.291141814182675	0.771212910138245
TMEM252	chr9	1	0	137	0	105	1	1	NA	NA
TNC	chr9	1	0	137	0	105	1	1	NA	NA
TPD52L3	chr9	1	0	137	0	105	1	1	NA	NA
TPM2	chr9	1	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
TRAF2	chr9	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TRUB2	chr9	1	0	137	0	105	1	1	NA	NA
TYRP1	chr9	1	0	137	0	105	1	1	NA	NA
UBAP2	chr9	1	0	137	0	105	1	1	NA	NA
VAV2	chr9	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
VPS13A	chr9	1	5	132	1	104	3.92830188679245	0.181024684988121	1.44326026978035	0.15041104600208
WDR5	chr9	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
WNK2	chr9	1	0	137	0	105	1	1	NA	NA
