GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
TET2	chr4	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TIGD4	chr4	1	0	137	0	105	1	1	NA	NA
TLR10	chr4	1	6	131	6	99	0.75588048315321	0.780962888081517	-0.46441632757525	0.642834893700538
TLR3	chr4	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
TMEM175	chr4	1	0	137	3	102	0.00121506682867558	1	-1.74894926439041	0.0832501235799514
TMEM33	chr4	1	0	137	0	105	1	1	NA	NA
TMPRSS11A	chr4	1	4	133	5	100	0.601803155522164	0.862498653436732	-0.725652255334466	0.468929212615003
TRIM61	chr4	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
TRIML1	chr4	1	0	137	0	105	1	1	NA	NA
UGDH	chr4	3	6	131	4	101	1.15633937082936	0.546843718428737	-0.0184169415656657	0.985323433435957
UGT2A1	chr4	1	0	137	0	105	1	1	NA	NA
UGT2B17	chr4	1	0	137	0	105	1	1	NA	NA
