GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
PARP3	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PCCB	chr3	1	0	137	0	105	1	1	NA	NA
PDCD6IP	chr3	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PHF7	chr3	1	0	137	0	105	1	1	NA	NA
PIK3CA	chr3	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLSCR2	chr3	1	0	137	0	105	1	1	NA	NA
PLSCR4	chr3	1	0	137	0	105	1	1	NA	NA
POLQ	chr3	1	0	137	0	105	1	1	NA	NA
PPARG	chr3	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
PPP2R3A	chr3	1	0	137	0	105	1	1	NA	NA
PPP4R2	chr3	3	0	137	3	102	0.00121506682867558	1	-1.64623744334458	0.102733659194706
PRKCD	chr3	1	0	137	0	105	1	1	NA	NA
PRSS42	chr3	1	0	137	0	105	1	1	NA	NA
PRSS45	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTPRG	chr3	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RAB7A	chr3	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
RABL3	chr3	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
RETNLB	chr3	2	3	134	7	98	0.313798614810868	0.980678774435061	-1.62846660966251	0.105423283495662
RIOX2	chr3	1	0	137	0	105	1	1	NA	NA
ROBO1	chr3	1	0	137	0	105	1	1	NA	NA
ROPN1B	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
RPL32P3	chr3	1	5	132	3	102	1.2875157629256	0.514539501258749	0.345727918997657	0.729856910009231
RRP9	chr3	2	0	137	0	105	1	1	NA	NA
RYK	chr3	1	0	137	0	105	1	1	NA	NA
SAMD7	chr3	1	0	137	0	105	1	1	NA	NA
SERPINI1	chr3	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
SHISA5	chr3	1	0	137	0	105	1	1	NA	NA
SHQ1	chr3	2	0	137	0	105	1	1	NA	NA
SLC22A14	chr3	1	0	137	0	105	1	1	NA	NA
SLC26A6	chr3	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SLC41A3	chr3	2	7	130	6	99	0.888532991672005	0.691783212069108	-0.204510615726018	0.838145663268725
SLC6A1	chr3	1	0	137	0	105	1	1	NA	NA
SRGAP3	chr3	1	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
ST6GAL1	chr3	1	1	136	4	101	0.186409550045914	0.98544665246857	-1.5290837864331	0.128575478643252
TAMM41	chr3	1	0	137	0	105	1	1	NA	NA
TBC1D5	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TCTEX1D2	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TFRC	chr3	1	0	137	0	105	1	1	NA	NA
TGM4	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
THUMPD3	chr3	1	0	137	0	105	1	1	NA	NA
TKT	chr3	3	4	133	3	102	1.02252816020025	0.643863582595547	-0.654094723456148	0.514198502960808
TM4SF19-TCTEX1D2	chr3	1	4	133	1	104	3.11985018726592	0.278551452698258	1.13750789946109	0.256538470651921
TMPRSS7	chr3	1	0	137	0	105	1	1	NA	NA
TOPBP1	chr3	1	5	132	5	100	0.75775927327782	0.776254135674985	-0.422019278137875	0.673446856996352
TPRA1	chr3	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TTC14	chr3	1	0	137	0	105	1	1	NA	NA
TWF2	chr3	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
U2SURP	chr3	1	0	137	0	105	1	1	NA	NA
UMPS	chr3	1	0	137	0	105	1	1	NA	NA
USP4	chr3	2	0	137	0	105	1	1	NA	NA
VEPH1	chr3	1	0	137	0	105	1	1	NA	NA
VIPR1	chr3	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
WDR49	chr3	1	0	137	0	105	1	1	NA	NA
WWTR1	chr3	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
XYLB	chr3	3	1	136	2	103	0.379816513761468	0.919644388052536	-0.948190759651375	0.344809322841958
ZBBX	chr3	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
ZBTB20	chr3	1	0	137	0	105	1	1	NA	NA
ZNF660	chr3	1	0	137	0	105	1	1	NA	NA
ZNF717	chr3	1	0	137	0	105	1	1	NA	NA
ZNF80	chr3	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
ZNF860	chr3	1	0	137	0	105	1	1	NA	NA
