GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
MCPH1	chr8	3	0	137	4	101	0.000911577028258888	1	-2.02948561985251	0.0449628469655893
MICU3	chr8	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
MIR2052HG	chr8	1	8	129	9	96	0.661644425312096	0.859266969477954	-0.802898394200963	0.422980711828513
MROH5	chr8	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.793951434785609	0.428907761757353
MROH6	chr8	1	8	129	3	102	2.10709677419355	0.216373217849899	1.15114611902125	0.250823616188478
MSC	chr8	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
MSC-AS1	chr8	1	6	131	3	102	1.55654383735705	0.396931960624259	0.635003550522488	0.526033371366508
MSR1	chr8	3	3	134	2	103	1.15270018621974	0.62353419818038	-0.842411530864636	0.401412066046209
MSRA	chr8	1	0	137	0	105	1	1	NA	NA
NAPRT	chr8	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NAT1	chr8	4	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
NSMAF	chr8	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OXR1	chr8	1	0	137	0	105	1	1	NA	NA
PARP10	chr8	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PBK	chr8	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
PCM1	chr8	1	0	137	0	105	1	1	NA	NA
PKHD1L1	chr8	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
PLAT	chr8	1	0	137	0	105	1	1	NA	NA
PLEC	chr8	1	0	137	0	105	1	1	NA	NA
POTEA	chr8	1	0	137	0	105	1	1	NA	NA
PPP1R42	chr8	1	0	137	0	105	1	1	NA	NA
PSCA	chr8	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PTDSS1	chr8	1	0	137	0	105	1	1	NA	NA
PUF60	chr8	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PXDNL	chr8	1	0	137	0	105	1	1	NA	NA
RGS22	chr8	1	0	137	0	105	1	1	NA	NA
RP1L1	chr8	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
RRM2B	chr8	1	0	137	0	105	1	1	NA	NA
SDAD1P1	chr8	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SLC7A13	chr8	2	11	126	8	97	1.05850272682201	0.552539416043954	-0.222562462520466	0.824100327209339
SLCO5A1	chr8	1	0	137	0	105	1	1	NA	NA
SLURP1	chr8	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TATDN1	chr8	1	0	137	0	105	1	1	NA	NA
TBC1D31	chr8	1	2	135	5	100	0.296817172464841	0.972471140513029	-1.41855243621533	0.158054593397586
TGS1	chr8	1	0	137	0	105	1	1	NA	NA
TMEM67	chr8	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TNKS	chr8	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TTPA	chr8	1	0	137	0	105	1	1	NA	NA
WDYHV1	chr8	1	0	137	0	105	1	1	NA	NA
WRN	chr8	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
XKR9	chr8	1	0	137	0	105	1	1	NA	NA
YWHAZ	chr8	1	0	137	0	105	1	1	NA	NA
ZC3H3	chr8	1	2	135	7	98	0.207826546800635	0.993894352281139	-1.96229970045281	0.0517012940667482
ZFHX4	chr8	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
