GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
DPP6	chr7	4	17	120	12	93	1.09788267962513	0.489577690486963	-0.846086655151099	0.399000514282842
EGFR	chr7	1	0	137	0	105	1	1	NA	NA
EPHB4	chr7	2	2	135	1	104	1.53874538745387	0.599002091834985	-0.595469351002381	0.552658397269606
ERV3-1-ZNF117	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
FAM221A	chr7	2	0	137	0	105	1	1	NA	NA
FBXL13	chr7	1	0	137	0	105	1	1	NA	NA
FIS1	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
FKBP14	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
FOXP2	chr7	1	0	137	0	105	1	1	NA	NA
FSCN1	chr7	2	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
GALNT11	chr7	1	0	137	0	105	1	1	NA	NA
GATS	chr7	1	9	128	5	100	1.40593286494926	0.379322795909118	0.606748691196495	0.544599107145028
GET4	chr7	1	0	137	0	105	1	1	NA	NA
GIMAP2	chr7	1	0	137	0	105	1	1	NA	NA
GNAI1	chr7	1	0	137	0	105	1	1	NA	NA
GPNMB	chr7	1	0	137	0	105	1	1	NA	NA
GPR141	chr7	1	0	137	0	105	1	1	NA	NA
GRM3	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
GRM8	chr7	1	0	137	0	105	1	1	NA	NA
GS1-124K5.11	chr7	1	4	133	2	103	1.54784240150094	0.47360498811853	0.515209133984609	0.606882788763552
GUSB	chr7	1	4	133	0	105	841	0.100752653103625	2.02243060793437	0.0450926105048168
HGF	chr7	1	0	137	0	105	1	1	NA	NA
HIBADH	chr7	1	0	137	0	105	1	1	NA	NA
HUS1	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HYAL4	chr7	1	0	137	0	105	1	1	NA	NA
IGFBP1	chr7	2	0	137	0	105	1	1	NA	NA
INMT-FAM188B	chr7	8	6	131	8	97	0.555555555555556	0.910559928175658	-0.23032433795227	0.818041270861148
ISPD	chr7	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
JAZF1	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
JAZF1-AS1	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
KLHL7	chr7	1	0	137	0	105	1	1	NA	NA
KMT2E	chr7	1	0	137	0	105	1	1	NA	NA
KRIT1	chr7	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
LIMK1	chr7	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
LRRC61	chr7	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MAD1L1	chr7	1	0	137	0	105	1	1	NA	NA
MET	chr7	3	3	134	0	105	631	0.179700627550496	1.20944431684785	0.228590427750422
MGAM	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MKRN1	chr7	1	0	137	0	105	1	1	NA	NA
MTERF1	chr7	2	0	137	0	105	1	1	NA	NA
MUC17	chr7	1	0	137	0	105	1	1	NA	NA
MUC3A	chr7	1	0	137	0	105	1	1	NA	NA
NDUFA5	chr7	1	0	137	0	105	1	1	NA	NA
NME8	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NPC1L1	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
NPSR1	chr7	1	0	137	0	105	1	1	NA	NA
NPSR1-AS1	chr7	1	0	137	0	105	1	1	NA	NA
NUDT1	chr7	1	0	137	0	105	1	1	NA	NA
NUPL2	chr7	1	0	137	0	105	1	1	NA	NA
OR2A5	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR6V1	chr7	1	0	137	0	105	1	1	NA	NA
PARP12	chr7	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.815197397062468	0.416596167468139
PDE1C	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PDK4	chr7	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PGAM2	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PIK3CG	chr7	3	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
PILRA	chr7	1	0	137	0	105	1	1	NA	NA
POLM	chr7	1	0	137	0	105	1	1	NA	NA
POM121L12	chr7	1	0	137	0	105	1	1	NA	NA
PON3	chr7	1	0	137	0	105	1	1	NA	NA
PPIA	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PTN	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTPRN2	chr7	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
RNF216P1	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
RNF32	chr7	1	0	137	0	105	1	1	NA	NA
SCIN	chr7	2	0	137	0	105	1	1	NA	NA
SERPINE1	chr7	1	0	137	0	105	1	1	NA	NA
SH2B2	chr7	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
SLC13A1	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC25A13	chr7	1	0	137	0	105	1	1	NA	NA
SLC26A4	chr7	1	0	137	0	105	1	1	NA	NA
SLC26A5	chr7	1	0	137	0	105	1	1	NA	NA
SRI	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SSBP1	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SSPO	chr7	3	5	132	3	102	1.2875157629256	0.514539501258749	-0.296077910829234	0.767563373572854
ST7	chr7	1	0	137	0	105	1	1	NA	NA
SVOPL	chr7	1	0	137	0	105	1	1	NA	NA
TMEM209	chr7	1	0	137	0	105	1	1	NA	NA
TMUB1	chr7	1	0	137	0	105	1	1	NA	NA
TNPO3	chr7	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TPK1	chr7	4	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
TRIM24	chr7	1	0	137	0	105	1	1	NA	NA
TRIM4	chr7	1	0	137	0	105	1	1	NA	NA
TRPV6	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TYW1B	chr7	1	4	133	4	101	0.75962441314554	0.773187663932345	-0.375760124041213	0.707478511812386
UFSP1	chr7	1	0	137	0	105	1	1	NA	NA
UPK3B	chr7	1	0	137	0	105	1	1	NA	NA
VOPP1	chr7	1	5	132	5	100	0.75775927327782	0.776254135674985	-0.422019278137875	0.673446856996352
VPS50	chr7	1	0	137	0	105	1	1	NA	NA
VSTM2A	chr7	1	0	137	0	105	1	1	NA	NA
VWDE	chr7	2	1	136	3	102	0.250917992656059	0.96570597314376	-0.238842016459731	0.811433782733724
WDR60	chr7	1	4	133	3	102	1.02252816020025	0.643863582595547	0.0286980430488565	0.977130860743259
ZAN	chr7	5	1	136	1	104	0.765567765567766	0.812763622646686	-0.721357128496038	0.472121096046557
ZC3HAV1L	chr7	1	0	137	0	105	1	1	NA	NA
ZNF398	chr7	1	0	137	0	105	1	1	NA	NA
ZNF655	chr7	2	0	137	0	105	1	1	NA	NA
ZNF727	chr7	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
