GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
NOTUM	chr17	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
NT5C	chr17	1	0	137	0	105	1	1	NA	NA
NT5M	chr17	1	0	137	0	105	1	1	NA	NA
NUP85	chr17	1	0	137	0	105	1	1	NA	NA
NXN	chr17	2	5	132	2	103	1.94896030245747	0.345911042260767	0.833520350594018	0.405381933922803
OGFOD3	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR3A1	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR4D1	chr17	1	0	137	0	105	1	1	NA	NA
P2RX5-TAX1BP3	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PCTP	chr17	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PDE6G	chr17	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PEMT	chr17	1	0	137	0	105	1	1	NA	NA
PITPNA	chr17	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
PLEKHH3	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PLEKHM1P1	chr17	1	6	131	2	103	2.35619047619048	0.244733966861978	1.12076618651389	0.263526787849599
PMP22	chr17	1	0	137	0	105	1	1	NA	NA
PNMT	chr17	2	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
PRKAR1A	chr17	1	5	132	4	101	0.956480605487228	0.661548927051861	-0.0646889661548269	0.94848000538616
PSME3	chr17	1	0	137	0	105	1	1	NA	NA
RAC3	chr17	1	0	137	0	105	1	1	NA	NA
RECQL5	chr17	1	0	137	0	105	1	1	NA	NA
RNASEK-C17orf49	chr17	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
RPA1	chr17	2	9	128	9	96	0.750108459869848	0.798764176268007	-0.576790384196038	0.564702824736603
SEC14L1	chr17	1	0	137	0	105	1	1	NA	NA
SENP3-EIF4A1	chr17	1	0	137	0	105	1	1	NA	NA
SEPT9	chr17	1	0	137	0	105	1	1	NA	NA
SGSH	chr17	1	0	137	0	105	1	1	NA	NA
SHBG	chr17	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
SHMT1	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC16A3	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC25A35	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC38A10	chr17	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SLC4A1	chr17	1	0	137	0	105	1	1	NA	NA
SLC9A3R1	chr17	1	0	137	0	105	1	1	NA	NA
SLFN12L	chr17	2	3	134	0	105	631	0.179700627550496	1.7449286860508	0.0832561190935399
SLFN13	chr17	3	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
SMG6	chr17	1	0	137	0	105	1	1	NA	NA
SPAG5	chr17	1	0	137	0	105	1	1	NA	NA
SPAG5-AS1	chr17	1	0	137	0	105	1	1	NA	NA
SPATA20	chr17	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
SPATA22	chr17	1	0	137	0	105	1	1	NA	NA
SPHK1	chr17	5	6	131	6	99	0.75588048315321	0.780962888081517	-0.646474118180215	0.518758488247459
SSH2	chr17	1	0	137	0	105	1	1	NA	NA
STARD3	chr17	2	1	136	3	102	0.250917992656059	0.96570597314376	-1.4888415142725	0.139280158748824
SUZ12P1	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SYNGR2	chr17	1	0	137	0	105	1	1	NA	NA
TAC4	chr17	1	0	137	0	105	1	1	NA	NA
TBC1D29	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TEKT3	chr17	1	0	137	0	105	1	1	NA	NA
TEPSIN	chr17	1	0	137	0	105	1	1	NA	NA
TEX14	chr17	1	0	137	0	105	1	1	NA	NA
TK1	chr17	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TMEM220	chr17	2	0	137	0	105	1	1	NA	NA
TMEM220-AS1	chr17	1	0	137	0	105	1	1	NA	NA
TMUB2	chr17	1	0	137	0	105	1	1	NA	NA
TNK1	chr17	1	0	137	0	105	1	1	NA	NA
TOP2A	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TOP3A	chr17	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TP53	chr17	1	0	137	0	105	1	1	NA	NA
TRIM37	chr17	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
TSPOAP1-AS1	chr17	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
TTLL6	chr17	1	0	137	0	105	1	1	NA	NA
TTYH2	chr17	1	0	137	0	105	1	1	NA	NA
TUBD1	chr17	1	0	137	0	105	1	1	NA	NA
TXNDC17	chr17	1	0	137	0	105	1	1	NA	NA
UNC119	chr17	1	0	137	0	105	1	1	NA	NA
XAF1	chr17	1	0	137	0	105	1	1	NA	NA
ZACN	chr17	1	3	134	7	98	0.313798614810868	0.980678774435061	-1.62846660966251	0.105423283495662
ZNHIT3	chr17	1	0	137	0	105	1	1	NA	NA
