GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
LOC105369443	chr11	1	3	134	3	102	0.761490683229814	0.773463408242231	-0.323960738041085	0.746293810249356
LRTOMT	chr11	1	0	137	0	105	1	1	NA	NA
MADD	chr11	1	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
MARK2	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
MEN1	chr11	1	0	137	0	105	1	1	NA	NA
METTL15	chr11	1	0	137	0	105	1	1	NA	NA
MICAL2	chr11	2	0	137	0	105	1	1	NA	NA
MMP10	chr11	5	14	123	4	101	2.87208121827411	0.0479697544899773	1.51712286017622	0.130562706153386
MMP13	chr11	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
MMP8	chr11	1	0	137	0	105	1	1	NA	NA
MPZL2	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MRE11	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
MRGPRX3	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
MRPL21	chr11	1	0	137	0	105	1	1	NA	NA
MRPL48	chr11	1	0	137	0	105	1	1	NA	NA
MRVI1-AS1	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MS4A12	chr11	2	0	137	0	105	1	1	NA	NA
MS4A6A	chr11	1	0	137	0	105	1	1	NA	NA
MTMR2	chr11	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
MUS81	chr11	1	0	137	0	105	1	1	NA	NA
MYBPC3	chr11	2	5	132	4	101	0.956480605487228	0.661548927051861	-0.375419124928904	0.707780266815411
NAALAD2	chr11	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NAALADL1	chr11	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NAP1L4	chr11	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
NCAM1	chr11	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.575947114588485	0.565612892489716
NCR3LG1	chr11	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
NECTIN1	chr11	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NLRP14	chr11	3	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OLFML1	chr11	1	0	137	0	105	1	1	NA	NA
OR10A6	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR10V1	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OR2D2	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR2D3	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR4A16	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR4C11	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR4C16	chr11	1	8	129	12	93	0.480787859218599	0.963679036788103	-1.50585536398119	0.133818536633416
OR4D10	chr11	1	0	137	0	105	1	1	NA	NA
OR4D6	chr11	1	0	137	0	105	1	1	NA	NA
OR4P4	chr11	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
OR4S2	chr11	1	0	137	0	105	1	1	NA	NA
OR51B5	chr11	4	5	132	2	103	1.94896030245747	0.345911042260767	1.57505999483989	0.117288961532423
OR52A1	chr11	1	11	126	2	103	4.48910891089109	0.0312334428036229	2.2782679614367	0.023713288332418
OR52H1	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR52J3	chr11	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
OR52L1	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OR52N1	chr11	1	0	137	0	105	1	1	NA	NA
OR52N4	chr11	1	8	129	2	103	3.18955512572534	0.113625333363508	1.62823029756442	0.104872378339374
OR5B12	chr11	1	0	137	0	105	1	1	NA	NA
OR5B17	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR5B3	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
OR5M1	chr11	1	6	131	5	100	0.916094584286804	0.677370335137809	-0.140174100183723	0.888651173528956
OR5M10	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR5M11	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR5M3	chr11	1	0	137	0	105	1	1	NA	NA
OR6A2	chr11	1	0	137	0	105	1	1	NA	NA
OR8B3	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
OR8I2	chr11	3	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
OR8K3	chr11	1	0	137	0	105	1	1	NA	NA
OR9Q1	chr11	1	7	130	8	97	0.653051417587698	0.857791187262355	-0.780705552534137	0.435898803993628
P4HA3	chr11	1	10	127	2	103	4.04911591355599	0.0487963110089986	2.07297685358735	0.0393650289112156
PC	chr11	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PLCB3	chr11	2	2	135	2	103	0.763401109057301	0.781459632778863	-0.815197397062468	0.416596167468139
PPME1	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PPP1CA	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
PRCP	chr11	4	2	135	8	97	0.180009254974549	0.997198246742659	-2.20173675924083	0.0293633413811901
PRG3	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTPMT1	chr11	1	0	137	0	105	1	1	NA	NA
PTPRJ	chr11	1	0	137	0	105	1	1	NA	NA
RASSF7	chr11	1	0	137	0	105	1	1	NA	NA
RELA	chr11	1	0	137	0	105	1	1	NA	NA
RNH1	chr11	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
ROM1	chr11	1	0	137	0	105	1	1	NA	NA
RRP8	chr11	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SERGEF	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SIRT3	chr11	2	1	136	0	105	211	0.566115702479339	1	0.319086429784254
SLC15A3	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC1A2	chr11	1	0	137	0	105	1	1	NA	NA
SLC22A10	chr11	1	0	137	0	105	1	1	NA	NA
SLC22A18	chr11	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
SLC22A20	chr11	1	0	137	0	105	1	1	NA	NA
SLC22A24	chr11	1	0	137	0	105	1	1	NA	NA
SLC22A25	chr11	2	0	137	0	105	1	1	NA	NA
SLC25A45	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SNX19	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SORL1	chr11	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SPI1	chr11	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
STK33	chr11	2	0	137	0	105	1	1	NA	NA
SYT8	chr11	1	0	137	0	105	1	1	NA	NA
SYTL2	chr11	1	0	137	0	105	1	1	NA	NA
TIMM10B	chr11	1	0	137	0	105	1	1	NA	NA
TIRAP	chr11	3	3	134	3	102	0.761490683229814	0.773463408242231	-1.02964323950957	0.305377840193323
TMEM134	chr11	1	0	137	0	105	1	1	NA	NA
TMEM225	chr11	1	0	137	0	105	1	1	NA	NA
TMEM25	chr11	1	3	134	2	103	1.15270018621974	0.62353419818038	0.155225476322469	0.876779296640883
TNNT3	chr11	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
TP53AIP1	chr11	1	0	137	0	105	1	1	NA	NA
TP53I11	chr11	1	0	137	0	105	1	1	NA	NA
TRIM22	chr11	2	0	137	0	105	1	1	NA	NA
TRIM48	chr11	1	2	135	1	104	1.53874538745387	0.599002091834985	0.362039454737359	0.71764215305325
TSGA10IP	chr11	1	0	137	0	105	1	1	NA	NA
TUB	chr11	1	0	137	0	105	1	1	NA	NA
UBQLNL	chr11	1	0	137	0	105	1	1	NA	NA
UCP3	chr11	1	0	137	0	105	1	1	NA	NA
UEVLD	chr11	2	0	137	0	105	1	1	NA	NA
USH1C	chr11	3	1	136	1	104	0.765567765567766	0.812763622646686	-0.793951434785609	0.428907761757353
UVRAG	chr11	1	2	135	0	105	421	0.319467782311992	1.41944172645967	0.158058277758699
WDR74	chr11	1	0	137	0	105	1	1	NA	NA
WTAPP1	chr11	2	0	137	0	105	1	1	NA	NA
ZFP91-CNTF	chr11	1	0	137	0	105	1	1	NA	NA
