GeneSymbol	chr	NSNP	Case+	Case-	Normal+	Normal-	OR	P	Beta	P
FAM71D	chr14	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
FANCM	chr14	2	2	135	0	105	421	0.319467782311992	1.34560428342584	0.180669258931797
FSCB	chr14	1	0	137	0	105	1	1	NA	NA
GALC	chr14	1	3	134	1	104	2.32342007434944	0.416544550891107	0.785448346271297	0.432979972941593
GEMIN2	chr14	1	0	137	0	105	1	1	NA	NA
GLRX5	chr14	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GMPR2	chr14	1	0	137	0	105	1	1	NA	NA
GPATCH2L	chr14	1	6	131	2	103	2.35619047619048	0.244733966861978	1.12076618651389	0.263526787849599
GPR33	chr14	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GTF2A1	chr14	1	1	136	0	105	211	0.566115702479339	1	0.319086429784254
GZMB	chr14	1	5	132	4	101	0.956480605487228	0.661548927051861	-0.0646889661548269	0.94848000538616
GZMH	chr14	1	0	137	0	105	1	1	NA	NA
HEATR4	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
HSP90AA1	chr14	1	0	137	0	105	1	1	NA	NA
IFI27L1	chr14	2	1	136	2	103	0.379816513761468	0.919644388052536	-0.769757475987611	0.442552343492799
IPO4	chr14	1	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
ITPK1	chr14	2	0	137	3	102	0.00121506682867558	1	-1.64623744334458	0.102733659194706
L3HYPDH	chr14	1	0	137	0	105	1	1	NA	NA
LGALS3	chr14	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LGMN	chr14	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
LOC100128233	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
LOC102724153	chr14	1	0	137	0	105	1	1	NA	NA
LOC102724190	chr14	1	0	137	0	105	1	1	NA	NA
LRRC74A	chr14	1	0	137	0	105	1	1	NA	NA
LRRC9	chr14	2	0	137	0	105	1	1	NA	NA
MDGA2	chr14	1	0	137	0	105	1	1	NA	NA
MDP1	chr14	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
MEG3	chr14	1	0	137	0	105	1	1	NA	NA
MEG9	chr14	1	0	137	0	105	1	1	NA	NA
METTL17	chr14	1	0	137	0	105	1	1	NA	NA
MOK	chr14	2	1	136	3	102	0.250917992656059	0.96570597314376	-1.18886131514736	0.23643433796787
MPP5	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
NDRG2	chr14	3	1	136	0	105	211	0.566115702479339	1	0.319086429784254
NEMF	chr14	1	0	137	0	105	1	1	NA	NA
NPC2	chr14	1	0	137	0	105	1	1	NA	NA
OR11H6	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
OR4E1	chr14	1	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
PAPLN	chr14	3	0	137	2	103	0.00182149362477231	1	-1.42106209425491	0.158290220019147
PARP2	chr14	1	0	137	0	105	1	1	NA	NA
PELI2	chr14	1	0	137	0	105	1	1	NA	NA
PLEKHH1	chr14	1	0	137	0	105	1	1	NA	NA
PNP	chr14	3	2	135	2	103	0.763401109057301	0.781459632778863	-0.645864215888029	0.519253903731623
PRMT5	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
PTGDR	chr14	1	0	137	0	105	1	1	NA	NA
RAD51B	chr14	1	2	135	2	103	0.763401109057301	0.781459632778863	-0.263338977121917	0.792550625460372
RDH12	chr14	1	0	137	0	105	1	1	NA	NA
RNASE9	chr14	1	6	131	6	99	0.75588048315321	0.780962888081517	-0.46441632757525	0.642834893700538
RNF31	chr14	1	0	137	0	105	1	1	NA	NA
SERPINA10	chr14	2	0	137	0	105	1	1	NA	NA
SERPINA12	chr14	4	0	137	0	105	1	1	NA	NA
SERPINA9	chr14	2	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC25A21	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC38A6	chr14	1	0	137	1	104	0.00363636363636364	1	-1	0.319631547615766
SLC39A9	chr14	1	0	137	0	105	1	1	NA	NA
SYNE2	chr14	1	0	137	0	105	1	1	NA	NA
SYNE3	chr14	1	0	137	0	105	1	1	NA	NA
TCL1A	chr14	2	1	136	1	104	0.765567765567766	0.812763622646686	-0.18538968716717	0.853104613091126
TDP1	chr14	1	0	137	0	105	1	1	NA	NA
VRK1	chr14	1	0	137	0	105	1	1	NA	NA
WARS	chr14	2	0	137	0	105	1	1	NA	NA
